transaction_text,merchant,amount,date,label
IMPS transfer to goibibk,goibibo,863.13,2024-11-13,travel
Online payment to goibibo POS2553,goibibo,1455.2,2025-06-22,travel
PAYMENT TO spotify VIA NETBANKING,spotify,499.55,2025-02-01,entertainment
Txn 38203: reliance fresh 4735.08,reliance fresh,4735.08,2025-07-02,groceries
airdel bhoadband *3983 POS Tqn,airtel broadband,3448.42,2025-02-26,utilities
PURCHASE bescom Ref#6405,bescom,299.0,2025-02-13,utilities
Txn 82742: big bazaar 2560.78,big bazaar,2560.78,2025-07-14,groceries
Txn 56327: Spotify 2953.02,spotify,2953.02,2025-05-20,entertainment
IMPS transfer to ola,ola,2872.05,2025-05-21,travel
PURCHASE zomato Ref#7178,zomato,4973.53,2025-06-12,restaurants
UPI payment to mcdonalds@ybl,mcdonalds,3858.33,2025-02-12,restaurants
IMPS transfer to netflix,netflix,4914.49,2025-07-21,entertainment
Online payment to dmart,dmart,2150.49,2025-06-18,groceries
POS dominos 1902 TXN,dominos,1902.39,2025-05-22,restaurants
uber *5959 POS Txn,uber,4022.91,2025-08-30,travel
DEBIe CARD AIiTEL BROADBAND 3714,airtel broadband,3714.91,2025-03-07,utilities
hotstar *9208 POS Txn,hotstar,4999.71,2025-01-16,entertainment
Txn 20863: bescox 4208.54,bescom,4208.54,2025-02-28,utilities
dmart *4908 POS Txn,dmart,3018.51,2024-11-10,groceries
UPI paymjnt to vodafone@ybl,vodafone,95.23,2025-01-07,utilities
TXn j4245: VEnDIkinx2974.81,vendikin,2974.81,2024-12-14,restaurants
UPt pnyment to bwssb@ybl,bwssb,2895.68,2025-07-14,utilities
PURCHASE hotstar Ref#2696,hotstar,1738.97,2025-06-02,entertainment
IMPS transfer to vodafone,vodafone,4421.47,2025-11-01,utilities
PURCHASE more supermarket Ref#5408 POS3870,more supermarket,2264.78,2025-07-25,groceries
PURCHASE hotstar Ref#1061,hotstar,3755.53,2024-11-23,entertainment
POS mcdonalds 209 TXN,mcdonalds,209.67,2024-12-01,restaurants
UPI payment to irctc@ybl,irctc,2332.99,2025-03-09,travel
POS airtel broadband 4420 TXN,airtel broadband,4420.71,2025-09-20,utilities
IMPS transfer to uber,uber,4283.23,2025-06-10,travel
PAYMENT TO BESCOM VIA NETBANKING,bescom,3497.0,2024-11-06,utilities
Txn 57528: hotstar 1936.63,hotstar,1936.63,2025-05-29,entertainment
PAYMENT TO big bazaar VIA NETBANKING IMPS5393,big bazaar,4863.13,2025-02-15,groceries
POS flipkart 1334 TXN,flipkart,1334.01,2025-10-11,shopping
PAYMENT TO zee5 VIA NETBANKING,zee5,2508.91,2025-05-20,entertainment
vodafone *4007 POS Txn,vodafone,374.19,2025-01-17,utilities
Pos Zomato 2938 Txn,zomato,2938.3,2024-12-29,restaurants
DEBIT CARD RELIANCE FRESH 1302,reliance fresh,1302.29,2025-05-06,groceries
PAYMENT TO ola VIA NETBANKING Ref1161,ola,4103.88,2025-02-02,travel
DEBIT CARD BIG BAZAAR 1173,big bazaar,1173.87,2025-10-02,groceries
Online payment to myntra,myntra,2141.94,2025-04-06,shopping
IMPS transfer to bescom PAY1692,bescom,815.98,2025-07-12,utilities
swiggy *5186 POS Txn,swiggy,4543.12,2025-04-22,restaurants
PAYMeNtNTO AIRTEl BROadbACD VIa tEzBaNKING,airtel broadband,2656.57,2025-01-22,utilities
PAYMENT TO tata power VIA NETBANKIbG Online5593,tata power,3093.11,2024-11-08,utilities
Txn 52840: More Supermarket 4263.17,more supermarket,4263.17,2025-02-13,groceries
IMPS transfer to flipkart,flipkart,3520.79,2025-02-11,shopping
UBER *6474 POS TXN,uber,402.68,2025-01-23,travel
Txn 78735: zee5 353.41,zee5,353.41,2025-07-28,entertainment
UPI payment to fligkvrt@ybl,flipkart,4582.08,2025-08-31,shopping
IMPS transfer to ola,ola,516.81,2025-05-22,travel
Txn 97062: big bazaar 4929.73,big bazaar,4929.73,2025-03-26,groceries
upIvpAyMEnT To SpeNWeRS@YbL,spencers,840.61,2025-10-22,groceries
IMPS transfer to ajio,ajio,467.67,2025-06-15,shopping
PAYMENT TO airtel broadband VIA NETBANKING IMPS8829,airtel broadband,4483.9,2025-02-05,utilities
Online psyment to spencers,spencers,4546.24,2025-03-14,groceries
PURCHASE dmart Ref#4491 Online709,dmart,4225.67,2025-09-02,groceries
POS nykaa 724 TXN,nykaa,724.31,2025-05-04,shopping
uber *8010 POS Txn,uber,984.73,2025-05-06,travel
imps transfer to spencers,spencers,4823.7,2025-01-07,groceries
Imps Tkansfer Tojzomato,zomato,2826.67,2025-07-22,restaurants
POs NykAa 1088 TXN NEFT9429,nykaa,1088.38,2025-04-24,shopping
Txn 11215: netflix 2101.42,netflix,2101.42,2025-05-10,entertainment
IMPS transfer to netflix,netflix,1722.54,2025-01-19,entertainment
PAYMENT TO hotstar VIA NETBANKING,hotstar,1475.17,2025-01-27,entertainment
PURCHASE spotify Ref#n5v0,spotify,1979.79,2025-10-21,entertainment
Online paymeht to amazon,amazon,4386.43,2025-01-28,shopping
DEBIT CARD NYKAA 77,nykaa,77.71,2025-07-11,shopping
POS nykaa 3019 TXN,nykaa,3019.72,2024-12-05,shopping
Txn 51194: netflix 2761.13,netflix,2761.13,2025-08-29,entertainment
UPI payment to fee5@ybl,zee5,161.53,2025-09-17,entertainment
DEBIT CARD IRCTC 1023,irctc,1023.12,2025-09-26,travel
PURCHASE spencers Ref#3203,spencers,3751.9,2025-09-22,groceries
TXN 85834: HOTSTAR 3726.61,hotstar,3726.61,2025-02-03,entertainment
impS TraNsFEr TOPBIG BaZaaH,big bazaar,3017.68,2025-05-17,groceries
DEBIx CARD vYNTRAv2548,myntra,2548.63,2025-08-05,shopping
Debit Card More Supermarket 3828,more supermarket,3828.14,2025-06-13,groceries
Online payment to airtel broadband PAY3087,airtel broadband,536.57,2025-08-05,utilities
oNLiNE PaYmenT TO domInoS reF8120,dominos,806.43,2025-04-27,restaurants
Online payment to djminos IMPS1862,dominos,537.04,2025-03-24,restaurants
PURCHASE nykaa Ref#8124,nykaa,1550.58,2025-05-22,shopping
Payment To Dmart Via Netbanking,dmart,4716.4,2025-02-05,groceries
Txn 71659: dominos 3417.35,dominos,3417.35,2024-12-10,restaurants
ajio *3770 POS Txn,ajio,4210.81,2025-07-15,shopping
vODaFOne *4643 pos TXn,vodafone,2200.3,2025-07-26,utilities
IMPS transfer to irctc,irctc,3309.33,2025-02-05,travel
bescom a5970 pos txn,bescom,873.3,2025-07-26,utilities
reliance fresh *7901 POS Txn,reliance fresh,813.9,2025-04-18,groceries
Online payment to amazon,amazon,2980.57,2025-08-02,shopping
POS indigo 1212 TXN,indigo,1212.75,2025-01-09,travel
DEBIT CARD BIG BAZAAR 3140,big bazaar,3140.83,2025-01-03,groceries
IMPS TRANSFER TO AJIO,ajio,173.55,2025-03-28,shopping
amazon *9514 POS Txn,amazon,3156.9,2024-12-22,shopping
IMPS transfer to irctc,irctc,4911.76,2024-12-16,travel
Online payment to nykaa,nykaa,305.82,2025-08-17,shopping
PAYMENT TO big bazaar VIA NETBANKING,big bazaar,2320.31,2025-05-09,groceries
spotify *7965 pos txn,spotify,2696.57,2025-05-22,entertainment
Onkine payment to nykaa,nykaa,4783.01,2025-05-12,shopping
POS dominos 1448 TXN,dominos,1448.32,2025-02-17,restaurants
IMPS transfer to swiggy,swiggy,2145.94,2025-05-28,restaurants
online payment to irctc,irctc,2838.95,2025-03-30,travel
Upi pAyMEnT To rEliance fresh@ybl,reliance fresh,1983.64,2025-06-11,groceries
IMPS transfer to zee5,zee5,623.63,2025-01-07,entertainment
IMPS transfer to tata power,tata power,635.76,2025-06-30,utilities
PAYMENT TO airtel broadband VIA NETBANKING,airtel broadband,4506.34,2025-04-20,utilities
DEBIl CARD RELIANCE FRESH 577 TXN6051,reliance fresh,577.94,2024-12-23,groceries
PAYMENT TO bookmyshow VIA NETBANKING,bookmyshow,4526.17,2024-12-30,entertainment
ola *5115 POS Txn,ola,2683.52,2025-02-12,travel
POS ola 3506 TXN,ola,3506.56,2024-12-06,travel
IMPS transfer to myntra,myntra,1651.01,2025-03-14,shopping
POSxzee5 1216 TXN Ref7833,zee5,1216.43,2025-06-29,entertainment
Pos Dmart 2809 Txn,dmart,2809.11,2024-12-06,groceries
PAYMErT TO taya pober VIA NETBmNKING,tata power,4705.94,2025-02-06,utilities
PURCHASE hotstar Ref#5436,hotstar,1229.37,2025-03-15,entertainment
PURCHASE airtel broadband Ref#9995,airtel broadband,4762.74,2024-12-28,utilities
DEBIT CARD RELIANCE FRESH 277,reliance fresh,277.9,2025-06-05,groceries
IMPS transfer to ola,ola,4950.94,2025-08-01,travel
IMPS transfer to spencers,spencers,1026.01,2025-09-18,groceries
deBiT cArD VodAFoNE 3388,vodafone,3388.66,2025-03-19,utilities
ajio *3420 POS Txn,ajio,3322.64,2025-10-28,shopping
PURCHASE flipkart Ref#8342 TXN2295,flipkart,4956.85,2025-04-18,shopping
POS ajio 1029 TXN,ajio,1029.86,2025-07-18,shopping
IMPS transfer to indigo,indigo,4553.81,2024-11-29,travel
DEBIT CARD ZOMATO 2628,zomato,2628.5,2025-10-04,restaurants
purchase goibibo ref#5961,goibibo,3994.23,2025-02-20,travel
PurCHase ircTc REf#8405 Pos5355,irctc,493.5,2025-07-15,travel
POS reliance fresh 676 TXN,reliance fresh,676.09,2025-04-08,groceries
UPI mayment to mcdonalds@ybl,mcdonalds,1452.11,2025-09-09,restaurants
POS spotify 2568 TXN,spotify,2568.83,2025-02-16,entertainment
DEBIT CARD BOOKMYSHOW 2134,bookmyshow,2134.14,2025-01-15,entertainment
IMPS transfer to bookmyshow,bookmyshow,842.47,2025-06-21,entertainment
DEBIT CARD ZOMATO 999,zomato,999.45,2024-12-24,restaurants
wEBIu CARDbMYNTRA 764,myntra,764.65,2025-08-28,shopping
POS dmart 229 TXN,dmart,229.81,2024-11-17,groceries
DEBIT CARD MORE SUPERMARKET 3303,more supermarket,3303.57,2024-12-17,groceries
POS hotstar 2130 TXN POS1730,hotstar,2130.02,2024-12-09,entertainment
IMPS transfer to bookmyshoh,bookmyshow,3564.46,2025-06-04,entertainment
PAYMENT TO amazon VIA NETBANsING,amazon,2053.18,2025-04-18,shopping
IMPS transfer to zomato,zomato,4420.91,2025-08-22,restaurants
Online payment to vendikin,vendikin,197.46,2025-08-13,restaurants
UPI PAYMENT TO SWIGGY@YBL,swiggy,1174.94,2025-10-12,restaurants
DEBIT CARD NYKAA 2186,nykaa,2186.65,2025-02-19,shopping
DEBIT CARD SPOTIFY 3904 UPI5788,spotify,3904.61,2025-08-03,entertainment
Online payment to netflix,netflix,871.37,2025-08-06,entertainment
Imps Transfer To Zomato,zomato,313.98,2025-03-20,restaurants
bwssb *8712 POS Txn,bwssb,2746.05,2025-04-07,utilities
PURCHASE bookmyshow Ref#7e27,bookmyshow,981.24,2025-07-03,entertainment
UPI payment to spencers@ybl,spencers,3183.79,2025-10-23,groceries
PAYMENT TO indigo VIA NETBANKING,indigo,884.52,2025-03-30,travel
Txn 99540: Irctc 57.77,irctc,57.77,2024-12-18,travel
IMPS transfer to spotify POS8436,spotify,4506.16,2025-07-10,entertainment
IMPS transfer to ajio POS9368,ajio,467.05,2025-07-17,shopping
PAYMENT TO flipkart VIA NETBANKING,flipkart,4403.01,2025-01-02,shopping
Online payment to indigo Online2190,indigo,4242.3,2025-03-22,travel
PURCHASE indigo Ref#2365,indigo,720.6,2025-01-06,travel
POS spotify 653 TXN,spotify,653.99,2025-09-15,entertainment
Onlinq paement tormyntra,myntra,2418.28,2025-06-02,shopping
DEBIT CARD DMART 4516,dmart,4516.9,2024-11-24,groceries
POS flipkart 302 TXN,flipkart,302.24,2025-09-01,shopping
Txn 66141: dmart 686.02 Online2270,dmart,686.02,2025-08-24,groceries
Txn 90667: reliance fresh 798.09,reliance fresh,798.09,2024-12-31,groceries
PAYmENT TO vodafone VIA NETBAdKING,vodafone,1944.31,2025-08-26,utilities
hOS ajio 1500 TXN,ajio,1500.68,2025-03-27,shopping
Txn 57186: ola 1906.18,ola,1906.18,2024-12-12,travel
Online payment to irctc,irctc,3103.67,2025-10-27,travel
Online payment to vendikin,vendikin,4336.47,2025-04-23,restaurants
debit card ajio 3182,ajio,3182.28,2025-11-05,shopping
POS gescom 461 TXN,bescom,461.19,2025-05-25,utilities
POS spencers 1712 TXN,spencers,1712.54,2025-11-05,groceries
PURCHASE flipkaut Ref#5632,flipkart,285.41,2025-04-22,shopping
PURCHASE nykaa Ref#7275,nykaa,4211.33,2024-12-21,shopping
txn 36630: hotstar 675.44,hotstar,675.44,2024-12-06,entertainment
POS vodafone 3968 TXN,vodafone,3968.09,2025-05-05,utilities
TXN 86520: BWSSB 3404.24 PAY7248,bwssb,3404.24,2025-09-21,utilities
Txn 27045: bescom 2027.6,bescom,2027.6,2025-08-13,utilities
DEBIT CARD TATA POWER 4858,tata power,4858.57,2025-10-30,utilities
POS vodafone 585 TXN,vodafone,585.95,2025-09-11,utilities
IMPS transfer to reliance fresh,reliance fresh,1742.52,2025-07-19,groceries
DEBIT CARD OLA 1239,ola,1239.64,2025-09-25,travel
Purcxase Zee5Mref#6116,zee5,322.6,2025-10-06,entertainment
payment to reliance fresh via netbanking,reliance fresh,4930.94,2025-04-05,groceries
Online payment to mcdonalds,mcdonalds,2550.79,2025-01-01,restaurants
Upi Payment To Bookmyshow@Ybl,bookmyshow,2510.33,2024-12-18,entertainment
ajio *2908 POS Txn PAY7780,ajio,297.1,2025-03-20,shopping
DEBIT CARD AMAZON 476,amazon,476.75,2025-05-15,shopping
UPI payment to reliance fresh@ybl,reliance fresh,4778.1,2025-04-17,groceries
PAYMENT TO goibibo VIA NETBAbKING,goibibo,4208.32,2025-08-28,travel
Txn 89182: netflix 3548.49,netflix,3548.49,2025-09-20,entertainment
PAYMENT TO amazon VIA NETBANKING,amazon,2986.88,2025-03-24,shopping
PURCHASE bescom Ref#3290,bescom,1071.88,2025-09-21,utilities
IMPS transfer to reliance fresh,reliance fresh,1579.92,2024-12-14,groceries
DEBIT CARD FLIPKART 2151 TXN2486,flipkart,2151.23,2025-01-04,shopping
Txn 55104: dmart 2715.1,dmart,2715.1,2025-07-08,groceries
PsS airtel broadkand 875 TvN,airtel broadband,875.68,2024-11-11,utilities
Online payment to uber,uber,1384.51,2024-11-16,travel
vodafone *2013 POS Txn,vodafone,2698.04,2025-08-13,utilities
Txn 75851: reliance fresh 4975.81,reliance fresh,4975.81,2025-05-28,groceries
UPI payment to bescom@ybl IMPS9674,bescom,767.66,2024-11-09,utilities
UPI payment to big bazaar@ybl,big bazaar,1868.11,2025-10-16,groceries
vendikin *5808 POS Txn,vendikin,2977.74,2024-12-13,restaurants
tXN 3154P: MyNtra 1725.38,myntra,1725.38,2025-02-22,shopping
IMPS transfer to ajio,ajio,2202.03,2025-10-05,shopping
Online paymevt to mynzra,myntra,2273.33,2025-09-22,shopping
txn 36537: spencers 598.82,spencers,598.82,2025-05-13,groceries
Online payment to indigo,indigo,3319.26,2025-10-28,travel
PURCHASE spencers Ref#2862,spencers,1064.52,2024-11-27,groceries
IMPS transfer to spencers,spencers,370.81,2025-09-21,groceries
UPI payment to irctc@ybl,irctc,4088.26,2025-10-08,travel
PAYMENT TO ola VIA NETBANKING,ola,1055.58,2025-02-19,travel
PURCHASE flipkart Ref#9201,flipkart,2973.56,2025-02-03,shopping
RELiaNCe FrEsh *8803 poS TXN,reliance fresh,4027.83,2024-12-22,groceries
PAYMENT TO reliance fresh VIA NETBANKING,reliance fresh,4352.96,2025-06-11,groceries
IMPS transfer to vendikin,vendikin,3228.3,2024-12-08,restaurants
PURCHASE kfc Ref#8971,kfc,2742.04,2025-11-04,restaurants
POS bookmyshow 2991 TXN,bookmyshow,2991.38,2025-10-10,entertainment
UPI payment to airtel broadband@ybl,airtel broadband,4964.07,2025-06-15,utilities
big bazaar *2697 POS Txn Ref4110,big bazaar,401.16,2025-04-03,groceries
PAhMENT TO irctw VIAhNETBAbKINp,irctc,944.76,2024-12-05,travel
POS goibibo 114 TXN,goibibo,114.33,2025-02-10,travel
rMPS transfer to neuflix,netflix,76.29,2025-01-23,entertainment
POS spotify 2177 TXN,spotify,2177.96,2024-11-09,entertainment
PAymEnT To NEtFliX Via NETbAnkINg,netflix,3162.44,2025-02-12,entertainment
POS swiggy 3216 TXN,swiggy,3216.57,2025-06-20,restaurants
PAYMENT TO reliance fresh VIA NETBANKING,reliance fresh,4000.6,2025-04-06,groceries
POS spotify 4803 TXN,spotify,4803.13,2024-12-12,entertainment
IMPS transfer to zomato NEFT731,zomato,3690.32,2025-04-22,restaurants
Online Payment To Ajio,ajio,4815.59,2025-08-19,shopping
Txn 75436: dmart 4346.15,dmart,4346.15,2025-04-23,groceries
DEBIT CARD FLIPKART 3119,flipkart,3119.22,2025-03-22,shopping
Online payment to bescom,bescom,2292.1,2025-04-12,utilities
DEBIT CARD BIG BAZAAR 293,big bazaar,293.32,2025-05-29,groceries
DEBIT CARD AIRTEL BROADBAND 3978,airtel broadband,3978.34,2025-01-12,utilities
payment to goibibo via netbanking,goibibo,748.03,2025-04-02,travel
PAYMENT TO kfc VIA NETBANKING Online1419,kfc,924.08,2025-10-26,restaurants
DEBIT CARD FLIPKART 250,flipkart,250.31,2025-05-01,shopping
Online payment to netflix,netflix,4814.56,2024-11-07,entertainment
DEBIT CARD ZEE5 3720,zee5,3720.34,2025-08-08,entertainment
Online payment to bescom POS1380,bescom,3568.05,2025-01-01,utilities
PAYMENT TO dmart VIA NETBANKING,dmart,3482.59,2025-02-21,groceries
VodafONe *1861 pOS txn iMps1492,vodafone,4060.53,2025-06-27,utilities
IMPS TRANSFER TO SPENCERS,spencers,2981.51,2024-11-17,groceries
Online payment to tata power,tata power,1412.05,2025-05-09,utilities
IMPS transfer to bookmyshow,bookmyshow,219.22,2025-02-04,entertainment
Debit Card More Supermarket 3420,more supermarket,3420.4,2025-08-13,groceries
airtel broadband *1444 POS Txn,airtel broadband,1691.85,2025-07-02,utilities
POS GOIBIBO 1812 TXN,goibibo,1812.97,2025-02-08,travel
UPI payment to netflix@ybl NEFT8285,netflix,1538.26,2025-03-16,entertainment
Txn 87669: swiggy 1345.83,swiggy,1345.83,2025-04-27,restaurants
Txn 22400: dominos 4540.46,dominos,4540.46,2025-01-05,restaurants
IMPS transfer to dmart,dmart,4125.68,2025-01-21,groceries
Payment To Irctc Via Netbanking,irctc,2381.75,2025-04-20,travel
oAoMENT TO bescom VIA NETBANKING,bescom,383.33,2025-01-27,utilities
iMps TrAnSfEr to SpENCers,spencers,250.75,2024-12-14,groceries
IMPS trankfer to netflix,netflix,4671.54,2025-07-05,entertainment
POS reliance fresh 168 TXN,reliance fresh,168.28,2025-08-13,groceries
DEBIT CARD HOTSTAR 2975,hotstar,2975.53,2025-05-18,entertainment
spencers *3713 POS Txn,spencers,3489.86,2025-10-05,groceries
PAYMENT TO amazon VIA NETBANKING,amazon,1129.99,2025-04-15,shopping
DEBIT CARD MORE SUPERMARKET 1934,more supermarket,1934.95,2024-12-18,groceries
swiggy *4084 POS Txn,swiggy,3077.47,2024-11-11,restaurants
PAYMENT TO uber VIA NETBANKING,uber,3571.69,2025-09-29,travel
TxN 25419: VeNdIkIN 1895.92,vendikin,1895.92,2025-03-01,restaurants
Online payment to dmart,dmart,833.21,2025-04-10,groceries
PURCHASE netflix Ref#6750,netflix,4458.96,2024-12-31,entertainment
POS dominos 702 TXN,dominos,702.32,2025-10-25,restaurants
DEBIT CARD ZOMATO 1107,zomato,1107.08,2025-09-26,restaurants
POS nykaa 4352 TXN,nykaa,4352.63,2025-09-04,shopping
PURCHASE zomato Ref#6020 UPI6179,zomato,3262.69,2025-04-18,restaurants
IMPS transfer to spencers,spencers,3956.23,2024-11-23,groceries
IMPS transfer to ajio,ajio,3497.9,2025-04-07,shopping
PURCHASE big bazaar Ref#2437,big bazaar,4130.59,2025-01-26,groceries
POS zomato 652 TXN,zomato,652.71,2025-03-25,restaurants
Pos Ola 3368 Txn,ola,3368.4,2025-03-11,travel
txn 30608: bwssb 1741.36,bwssb,1741.36,2025-06-03,utilities
flipkart *8337 POS Txn,flipkart,3399.02,2025-01-13,shopping
PURCHASE zee5 Ref#2170,zee5,3072.01,2025-06-14,entertainment
pAyMenP tO tAtA pOWER Via nMTBanSInG,tata power,4916.71,2025-06-27,utilities
kfc *6857 POS Txn Online6781,kfc,3233.23,2024-12-23,restaurants
DEBIT CARD BESCOM 4210,bescom,4210.08,2025-05-02,utilities
POS dmart 4158 TXN,dmart,4158.65,2025-07-28,groceries
uber *4098 pos txn,uber,2050.91,2025-05-22,travel
Online payment to uber,uber,954.23,2025-07-04,travel
pAyMEnT to SWIGgy VIA NeTBaNkING,swiggy,4639.36,2025-08-16,restaurants
PURCHASE airtel broadband Ref#5599,airtel broadband,4824.85,2024-11-22,utilities
Txn 48286: nykaa 39z.92,nykaa,390.92,2025-05-09,shopping
PURCHASE mcdonalds Ref#2785,mcdonalds,2784.01,2025-08-24,restaurants
DEBIT CARD MYNTRA 3039,myntra,3039.22,2025-08-09,shopping
PAYMENT TO big bazaar VIA NETBANKING,big bazaar,2568.36,2024-12-29,groceries
purchase more supermarket ref#7007,more supermarket,1926.73,2024-11-28,groceries
PAYMENT TO kfc VIA NETBANKING,kfc,3286.77,2025-02-25,restaurants
DEBIT CARD BOOKMYSHOW 167,bookmyshow,167.8,2025-07-04,entertainment
Txn 72615: big bazaar 2492.13 UPI3688,big bazaar,2492.13,2025-08-08,groceries
POS mcdonalds 1808 TXN,mcdonalds,1808.5,2025-03-10,restaurants
DEBIT CARD IRCTC 1895,irctc,1895.75,2025-08-29,travel
IMPS tranrfrrjto bookmyshow,bookmyshow,3178.27,2024-12-05,entertainment
IMPS transfer to big bazaar,big bazaar,322.83,2025-02-25,groceries
DEBIT CARD AJIO 1517,ajio,1517.45,2025-09-22,shopping
Online rbyment to bescom,bescom,4672.43,2025-09-25,utilities
debit card myntra 4684,myntra,4684.07,2025-07-06,shopping
PURCHASE flipkart Ref#7852 IMPS7001,flipkart,4696.9,2025-06-28,shopping
ajio *2931 POS Txn,ajio,1080.54,2025-05-28,shopping
POS reliance fresh 3434 TXN,reliance fresh,3434.86,2025-07-21,groceries
POS vendikin 2r87 TXN,vendikin,2987.29,2025-10-05,restaurants
PAYMENT TO bookmyshow VIA NETBANKING,bookmyshow,1830.3,2025-02-18,entertainment
Txn 33613: Big Bazaar 4684.11,big bazaar,4684.11,2025-07-09,groceries
IMPS transfer to hotstar,hotstar,580.41,2025-07-25,entertainment
DEBIT CARD ZEE5 1126 NEFT6585,zee5,1126.38,2025-10-21,entertainment
UPI payment to tata power@ybl,tata power,1990.17,2025-06-17,utilities
UPI payment to mcdonalds@ybl,mcdonalds,2516.79,2025-01-01,restaurants
PAYMENT TO kfc VIA NETBANKING,kfc,1662.81,2025-10-16,restaurants
UpI paYment to aJVo@yBL reF8506,ajio,875.64,2025-10-17,shopping
DEBIT CARD HOTSTAR 3973,hotstar,3973.42,2025-06-01,entertainment
UPI payment to ajio@ybl Ref6067,ajio,1196.83,2025-07-03,shopping
Online payment to irctc,irctc,2902.16,2025-07-07,travel
DEBIT CARD NYKAA 2652,nykaa,2652.96,2025-05-27,shopping
IMPS transfer to bwssb,bwssb,4694.94,2025-02-05,utilities
PAYMENT TO MORE SUPERMARKET VIA NETBANKING,more supermarket,3712.86,2025-10-05,groceries
Online Payment To Flipkart,flipkart,242.89,2024-11-28,shopping
Upi Payment To Vodafone@Ybl Online4173,vodafone,4222.99,2025-07-29,utilities
zee5 *9855 POS Txn,zee5,708.23,2025-05-07,entertainment
Txn 11665: zee5 1575.36,zee5,1575.36,2025-04-23,entertainment
